file	beg	end	text	speaker	section
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	89.312	90.938	{cough} some three parts	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	92.048	99.268	At one point in the story the rain was green and the sky was pink shot through with ((painterly)) streaks of mauve and gray	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	100.039	102.764	Everyone including the servants and maids	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	103.284	106.361	went onto the veranda and began applauding	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	106.942	108.465	It wasn't yet evening	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	109.523	115.233	Even those who were on the outside of the narrative, those like us who had no place in the story	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	115.763	118.816	were invited to attend this momentous event	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	119.289	119.598	{lipsmack}	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	120.217	123.63	Along the riverbanks the fulsome reflections of flowers	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	124.129	126.702	blossomed in every imaginable hue+	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	127.306	130.225	Some colors floated slowly towards the sky	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	130.753	133.799	like boats ferrying the dead to their destination	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	134.382	137.222	twisted mazes of sparks led the way	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	138.072	139.528	It was a celebration,	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	140.029	142.402	an announcement of dread and joy	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	143.386	147.083	We were lost within a swirling storm of seraphic color,	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	147.483	151.262	dripping with the revelations the sky had flung in our faces	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	151.949	156.234	That's when it came to our attention that the palace is on fire	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	156.714	160.227	but no one dared cross the river and approach its gates	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	160.984	162.495	This was a different story	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	163.035	164.892	its narrative promising that	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	165.232	173.142	the construction and destruction of civil order would occur naturally like the weather ((near)) the flags flying within it	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	173.931	177.08	This is the story none of us were invited to attend	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	177.6	180.77	unless we already had taken up residence in its chapters	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	181.269	184.777	with its stained pages rising toward the fiery ceiling	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	185.231	188.058	the architect had told them would be blue forever	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	188.669	192.322	This is the story that did not invite intervention	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	194.232	194.875	((to #))	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	195.448	200.406	just as there are two paintings with many witnesses huddled on the far shore,	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	200.909	205.692	there are at least two stories ((in)) those who weren't invited to listen to them	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	206.238	208.435	This story happened before we met	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	209.066	216.489	No one but us remembers it now. Two shadows standing beneath the stone arch, a dark river flowing past	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	217.594	222.873	What does it mean to be alone with each other, sharing memories no one else has	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	223.35	229.525	Or perhaps this is the story that cannot be addressed, the one that started with and without our consent	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	229.889	236.326	the one we are still telling, the one in which we become honorary citizens of a city not yet named	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	236.721	238.76	Inhabitants of a small city,	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	239.246	240.805	a hovel in the sky	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	241.375	247.48	As it is, we are spoonfuls of ashes scattered among the days' abominations	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	248.201	249.505	We'll never be sure	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	249.97	251.854	how our voices intersected	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	252.254	255.95	amidst the pillars constantly being rec- # erected for	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	256.325	260.608	and against prismatic densities by which one is supposed to swear	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	260.924	262.52	lifelong allegiance	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	263.278	268.937	Such alliances seem based on a different astrology than the one guiding us through the night	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	269.604	272.0	There is another set of stars in the sky	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	272.51	274.958	and we don't know their names or their purpose	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	275.322	278.332	That is what is pulling us across the burning lake	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	279.164	282.259	This was a dream which one of us later told the other	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	282.708	290.061	or dreamed of telling ((the)) other as the difference between these two types of flying having dissolved long ago	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	290.777	292.549	Each of us lay there thinking,	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	292.974	295.51	I wish I could say something about the future	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	296.008	297.276	that will come true	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	299.164	302.314	A room each of us # this is the third section, last.	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	303.151	306.632	A room each of us wanted to erect the story of shelter	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	307.02	311.237	against the wind that untethered us from everything we tried to hold onto	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	311.587	314.754	from concrete nodes to abstract ideas	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	315.537	318.31	Each of us needed that sha- shaded plateau	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	318.796	323.001	the place where sensual asides could unfold without interruption	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	323.593	326.737	on the small shells on which we pretended to sleep	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	327.158	331.557	when vast constellations of villainous lithography prowled the land	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	331.934	334.307	looking for components to evaporate	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	334.701	336.875	into bursts of fiery laughter	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	337.209	339.393	we realized the world was porous	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	339.792	345.72	and that we were handfuls of sand trickling through its openings into the sea ((waiting)) below	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	346.501	349.032	How to hold on to ourselves and each other	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	349.481	352.412	without threatening the seedlings beneath the skin	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	353.234	356.038	In the beginning we told ourselves there was an exit	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	356.408	362.454	somewhere for us to begin making up what had never happened and in all likelihood, never would	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	364.221	367.12	Later we told+ each # later we told each other 	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	367.517	371.389	in one way or another that there was a window with a view of paradise	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	371.953	374.866	We silently agreed that the window doesn't open	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	375.26	376.796	because it was never there	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	377.227	381.238	but that the shadows of its imprint could be seen on the opposite wall	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	382.068	384.077	Some days we sit facing them	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	384.404	386.619	trying to decipher their promises	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	386.991	390.153	but more often than not we look the other way	Subject	
Ashbery-John_Complete-Recording_Pioneer-Works_12-8-15	390.547	393.035	still believing that there's something else	Subject	
