file	beg	end	text	speaker	section
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	95.407	100.599	Resembling a giant piece of a jigsaw puzzle, Australia today dominates the sheet	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	101.013	103.074	The name Australia sprawls across it	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	103.031	104.154	In this future	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	104.081	107.397	In the air, a rectangular box stood lengthwise	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	107.84	112.724	It's not the real world of the main map, but it's not some wild fantasy	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	112.67	114.338	As of the future	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	114.783	121.148	In the air, two Australias. One speckled, and one green, yellow, and tan,	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	121.779	123.041	figure four ten	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	123.567	127.723	In a diagram, this looks something like figure four point eleven	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	128.149	130.164	Figure four point twelve	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	130.249	134.249	In this future, there are still more humans and still less nature	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	134.158	138.9	Making her fist into a fist, holding it aloft and high	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	139.046	141.619	Face, face, Australia. ((He #))	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	141.254	146.311	Moving fist downward in a ((gentler)) and holding it midway ((through her))	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	146.553	148.592	The leaf space, Australia	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	149.504	151.707	The same motion, but further	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	151.871	163.663	Past space, Australia two hundred years ago. Louder, Australia is koala and kangaroo and platypus, parentheses. Nature is soft slash cornucopia, end parentheses.	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	164.157	165.48	In this future	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	165.304	168.253	No map and the fear and the anxiety	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	168.836	177.928	Again, not a single remark about the future, but that we are going, we are going fast, going to hell in a handcart cannot be doubted, to the power of seven	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	178.126	178.848	Boldly	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	179.052	190.535	Why not, your curiosity piqued. The caption, Salt seeps up as the water table rises, degrading the soil and water supply. When deprived of fresh water, trees die.	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	190.621	191.246	Oh.	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	192.0	193.031	Isn't this	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	193.365	195.683	Two circles diagonal in the air	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	196.665	200.502	Now, ((he's)) opened the blended space where emergent structure ((is)) developed	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	200.496	202.383	Indicating the first circle	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	202.424	208.14	Australia. Indicating the second circle, the leaf space Australia today	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	209.286	212.101	No map of this future is needed, and the meaning,	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	212.52	213.479	don't forget	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	213.843	216.608	Clicking and gesturing for punctuation	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	216.414	220.716	This is the real tax. The spaces are already in a ((ronnel)) of sun leaves, that is	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	220.795	222.282	As coactivations	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	223.111	225.39	Clicking and gesturing for punctuation	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	226.155	228.687	~A {NSV}. Name, Sydney	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	229.276	231.721	~B {NSV}. Name, Perth	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	232.122	233.245	{NSV}	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	234.032	235.391	Australia vegetation	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	235.507	240.329	Boxes list the elements in the mental spaces and name the relevant frames	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	240.675	245.463	Making boxes and pointing to them one by one, using her fingers as arrows	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	246.136	247.896	making the symbols of math	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	248.194	248.885	Breathing	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	249.322	263.788	{breath} In geographic talk, confronted with its twelve categories in human induced salinity, as if it hadn't been clear from the moment the reader had finished unfolding the map, with its alarming title, flame imagery and matte black background	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	263.836	267.414	The purple floater entitled, ((Feral+ Control))	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	267.626	274.913	Its martial imagery of a fox invasion, a rabbit invasion, and the pall of battle smoke hanging	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	275.326	276.139	A sigh	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	276.042	278.439	{breath} Australia under siege	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	278.36	279.052	Another	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	279.064	281.443	{breath} Australia under siege	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	281.177	285.819	A big circle in the air is surrounded by smaller ones with ((connective)) lines	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	286.341	288.452	Making a large arrow pointing upward	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	289.433	290.107	(({cough}))	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	290.78	292.018	Upward ((ploat))	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	292.4	294.383	making a large arrow pointing upward	Unknown1	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	305.412	310.279	Transcript of A Dream Wherein Lily and I Brutally Murder an Innocent Repo Man	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	312.012	315.209	You are the sound of a dragging angle in someone's femur	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	315.549	319.28	You are the sea biscuit of my ocean, a fresh sprig of herbs	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	319.627	325.186	You are the mystery of my collection, breasts like Hershey's kisses, stomach like a vagina	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	326.099	328.095	To my dear, dead wife	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	328.605	333.503	There was this dump out on the outskirts of town and we were there, piles of cars on the horizon	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	333.897	339.471	We were hiding from that man, the machine, the excavating maw we call man ((and)) we calls man	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	339.962	345.484	My wife was very beautiful in the ((filled)) days of Heaven. You ((throve)) under the direction of ((Terrence Malick))	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	346.025	350.721	My wife, my wife is a beastly dead rat and how stat	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	351.384	354.771	I hope there will be another girl living here when they find out about me	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	355.378	362.157	To express a= deep= a deep, deep, deep baby inside of me. I want to ((mouth)) your dull body hair	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	362.875	364.489	Then, we found him	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	364.865	382.52	You hit him in the neck with a microphone stone and then I kicked him with my Toms. He pleaded and squealed, like a tiny Mickey or like a lawyer. We popped out his left eye with our clenches and you had to tell the world, Hop as a star, a star has ((mauled)) him for what he is that cluster of not for coming upon	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	383.339	387.59	There are in the opening sequence of the show the credits of the credits of the show	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	388.016	394.922	There are birds represented by palm trees over and over. Why must our music be laurels, olives and cafes	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	395.51	405.158	We teach children by chanting America, some bodies in my bed, some bodies in my car, some bodies in my choir	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	405.866	411.576	By fire black I will meet you, or by music by which I will wear my hat sideways, ((thou))	Subject	
Corrigan-Cecilia_Complete-Reading_Segue-BPC_1-9-11	412.323	417.487	She says, Let's remove ninety seven pounds eleven ounces of heroin from the property clerk's office	Subject	
